年度,職類別,行業別,受僱員工人數,總薪資,經常性薪資,非經常性薪資
2017,建築物電力系統裝修人員(含水電工),建築物及綠化服務業,… ,… ,… ,… 
2017,電力機械裝修人員,建築物及綠化服務業,281,42009,31937,10072
2017,資(通)訊設備裝修人員,建築物及綠化服務業,… ,… ,… ,… 
2017,電子設備裝配維修人員（不含資通訊設備）,建築物及綠化服務業,… ,… ,… ,… 
2017,製鞋及有關工作人員,建築物及綠化服務業,— ,— ,— ,— 
2017,消毒及除蟲有關工作人員,建築物及綠化服務業,270,32472,29478,2994
2017,藥品及化粧品機械操作人員,建築物及綠化服務業,— ,— ,— ,— 
2017,印刷電路板製造工,建築物及綠化服務業,— ,— ,— ,— 
2017,化學產品機械操作員(不含藥品_化妝品及照相產品),建築物及綠化服務業,— ,— ,— ,— 
2017,包裝機械操作人員,建築物及綠化服務業,— ,— ,— ,— 
2017,組裝(現場)人員,建築物及綠化服務業,457,38332,27772,10560
2017,機車送件駕駛人員,建築物及綠化服務業,— ,— ,— ,— 
2017,小客_貨車駕駛人員,建築物及綠化服務業,63,35663,33644,2019
2017,大客_貨車駕駛人員,建築物及綠化服務業,185,46309,36912,9397
2017,推土_吊車_起重機等移運設備操作人員,建築物及綠化服務業,— ,— ,— ,— 
2017,基層技術工及勞力工,建築物及綠化服務業,42423,26551,25613,938
2017,清潔及家事工作人員(含建築清潔工),建築物及綠化服務業,38475,25660,25184,476
2017,勞力工,建築物及綠化服務業,3824,35364,30056,5308
2017,理貨員,建築物及綠化服務業,… ,… ,… ,… 
2017,廚房幫工(含速食烹調),建築物及綠化服務業,— ,— ,— ,— 
2017,抄表員及自動販賣機收款員,建築物及綠化服務業,— ,— ,— ,— 
2017,業務及辦公室支援服務業,業務及辦公室支援服務業,15784,40896,39535,1361
2017,主管及監督人員,業務及辦公室支援服務業,1742,87516,86330,1186
2017,高階主管(總經理及總執行長),業務及辦公室支援服務業,153,189384,189384,— 
2017,中階主管(經理),業務及辦公室支援服務業,545,98375,96026,2349
2017,監督人員(含現場及辦公室主任_科/股長),業務及辦公室支援服務業,1044,66918,66165,753
2017,專業人員,業務及辦公室支援服務業,230,59039,55064,3975
2017,數學_精算及統計專業人員,業務及辦公室支援服務業,— ,— ,— ,— 
2017,品管工程師,業務及辦公室支援服務業,— ,— ,— ,— 
2017,環境工程師,業務及辦公室支援服務業,— ,— ,— ,— 
2017,化工工程師,業務及辦公室支援服務業,— ,— ,— ,— 
2017,電機工程師,業務及辦公室支援服務業,— ,— ,— ,— 
2017,電子工程師,業務及辦公室支援服務業,— ,— ,— ,— 
2017,測量師及製圖師,業務及辦公室支援服務業,— ,— ,— ,— 
2017,平面及多媒體設計師,業務及辦公室支援服務業,— ,— ,— ,— 
2017,護理人員,業務及辦公室支援服務業,— ,— ,— ,— 
2017,勞安及衛生管理人員(含工業安全管理師),業務及辦公室支援服務業,— ,— ,— ,— 
2017,補教業教師,業務及辦公室支援服務業,— ,— ,— ,— 
2017,財務_經濟及投資分析研究人員,業務及辦公室支援服務業,— ,— ,— ,— 
2017,專案管理師(含經營管理顧問),業務及辦公室支援服務業,… ,… ,… ,… 
2017,稽核人員,業務及辦公室支援服務業,— ,— ,— ,— 
2017,人力資源管理師,業務及辦公室支援服務業,— ,— ,— ,— 
2017,廣告及行銷專業人員(含企劃),業務及辦公室支援服務業,… ,… ,… ,… 
2017,資訊系統分析及設計師,業務及辦公室支援服務業,… ,… ,… ,… 
2017,軟體開發及程式設計師,業務及辦公室支援服務業,99,54959,52246,2713
2017,資料庫及網路專業人員,業務及辦公室支援服務業,23,71772,63263,8509
2017,律師及相關專業人員,業務及辦公室支援服務業,— ,— ,— ,— 
2017,社工_心理專業人員(含諮商人員),業務及辦公室支援服務業,— ,— ,— ,— 
2017,編輯_作家及有關撰稿人員,業務及辦公室支援服務業,— ,— ,— ,— 
2017,翻譯人員,業務及辦公室支援服務業,— ,— ,— ,— 
2017,技術員及助理專業人員,業務及辦公室支援服務業,1442,50317,42247,8070
2017,營建工程技術員(含建築_土木_景觀_測量_水利),業務及辦公室支援服務業,— ,— ,— ,— 
2017,電機技術員,業務及辦公室支援服務業,— ,— ,— ,— 
2017,電子技術員,業務及辦公室支援服務業,— ,— ,— ,— 
2017,機械技術員(含造船_輪機_鑄造),業務及辦公室支援服務業,— ,— ,— ,— 
2017,化工技術員,業務及辦公室支援服務業,— ,— ,— ,— 
2017,環境工程技術員,業務及辦公室支援服務業,— ,— ,— ,— 
2017,農業技術及農業推廣人員,業務及辦公室支援服務業,— ,— ,— ,— 
2017,醫療設備控制技術員,業務及辦公室支援服務業,— ,— ,— ,— 
2017,醫學及病理檢驗人員,業務及辦公室支援服務業,— ,— ,— ,— 
2017,勞安及衛生技術員,業務及辦公室支援服務業,— ,— ,— ,— 
2017,信用及貸款人員,業務及辦公室支援服務業,… ,… ,… ,… 
2017,會計人員,業務及辦公室支援服務業,12,58664,57582,1082
2017,工商業銷售代表(含業務員),業務及辦公室支援服務業,163,45996,43995,2001
2017,採購員,業務及辦公室支援服務業,… ,… ,… ,… 
2017,報關員(含報驗_船務人員),業務及辦公室支援服務業,— ,— ,— ,— 
2017,會議及活動規劃人員,業務及辦公室支援服務業,1092,52202,42002,10200
2017,職業介紹人及承包人,業務及辦公室支援服務業,— ,— ,— ,— 
2017,不動產經紀人,業務及辦公室支援服務業,— ,— ,— ,— 
2017,專業秘書,業務及辦公室支援服務業,— ,— ,— ,— 
2017,法務人員,業務及辦公室支援服務業,52,42298,41586,712
2017,運動_健身及休閒娛樂指導員,業務及辦公室支援服務業,— ,— ,— ,— 
2017,攝影師_攝影記者,業務及辦公室支援服務業,— ,— ,— ,— 
2017,資訊管理及維護技術員,業務及辦公室支援服務業,82,45354,44004,1350
2017,廣播及視聽技術員(含放映員),業務及辦公室支援服務業,— ,— ,— ,— 
2017,電信技術員,業務及辦公室支援服務業,— ,— ,— ,— 
2017,事務支援人員,業務及辦公室支援服務業,7001,34710,34265,445
2017,總務,業務及辦公室支援服務業,255,36114,35710,404
2017,一般辦公室事務人員(含文書),業務及辦公室支援服務業,2167,35446,35028,418
2017,資料輸入人員,業務及辦公室支援服務業,928,27794,27711,83
2017,收帳_收費人員(含帳款催收),業務及辦公室支援服務業,184,32615,32192,423
2017,旅遊諮詢人員(含旅行社事務人員),業務及辦公室支援服務業,— ,— ,— ,— 
2017,接待員及服務台事務人員,業務及辦公室支援服務業,— ,— ,— ,— 
2017,總機人員,業務及辦公室支援服務業,304,31366,31366,— 
2017,電話及網路客服人員,業務及辦公室支援服務業,2415,35692,35004,688
2017,統計調查訪談人員,業務及辦公室支援服務業,— ,— ,— ,— 
2017,會計助理_簿記_出納,業務及辦公室支援服務業,568,39176,38770,406
2017,存貨事務人員,業務及辦公室支援服務業,— ,— ,— ,— 
2017,生產及物料規劃事務人員,業務及辦公室支援服務業,— ,— ,— ,— 
2017,人事事務人員,業務及辦公室支援服務業,180,40038,39699,339
2017,教務人員(含班導師_輔導員),業務及辦公室支援服務業,— ,— ,— ,— 
2017,其他事務支援人員,業務及辦公室支援服務業,— ,— ,— ,— 
2017,服務及銷售工作人員,業務及辦公室支援服務業,2449,31323,30789,534
2017,導遊_領隊及解說員,業務及辦公室支援服務業,— ,— ,— ,— 
2017,廚師,業務及辦公室支援服務業,— ,— ,— ,— 
2017,美髮_美容及造型設計人員,業務及辦公室支援服務業,— ,— ,— ,— 
2017,殯葬服務人員,業務及辦公室支援服務業,— ,— ,— ,— 
2017,按摩師,業務及辦公室支援服務業,— ,— ,— ,— 
2017,商店銷售人員(含百貨公司樓管人員),業務及辦公室支援服務業,— ,— ,— ,— 
2017,收銀員及售票員,業務及辦公室支援服務業,— ,— ,— ,— 
2017,展售說明人員,業務及辦公室支援服務業,1215,28528,27530,998
2017,電話及網路行銷人員,業務及辦公室支援服務業,1234,34075,33998,77
2017,加油站服務員,業務及辦公室支援服務業,— ,— ,— ,— 
2017,兒童照顧人員(含保母),業務及辦公室支援服務業,— ,— ,— ,— 
2017,健康照顧人員(含看護_月子照護),業務及辦公室支援服務業,— ,— ,— ,— 
2017,建築物管理員_保全及警衛人員,業務及辦公室支援服務業,— ,— ,— ,— 
2017,救生員,業務及辦公室支援服務業,— ,— ,— ,— 
2017,技藝_機械設備操作及組裝人員,業務及辦公室支援服務業,2348,29892,28951,941
2017,園藝及農牧業生產人員,業務及辦公室支援服務業,— ,— ,— ,— 
2017,管道裝設人員(含檢修),業務及辦公室支援服務業,— ,— ,— ,— 
2017,空調及冷凍機械裝修人員,業務及辦公室支援服務業,— ,— ,— ,— 
2017,焊接及切割人員(含電焊工_氣焊工),業務及辦公室支援服務業,— ,— ,— ,— 
2017,車輛維修人員(含自行車_機車_汽車_火車),業務及辦公室支援服務業,— ,— ,— ,— 
2017,產業用機器維修人員,業務及辦公室支援服務業,— ,— ,— ,— 
2017,美編及印刷前置人員,業務及辦公室支援服務業,… ,… ,… ,… 
2017,印刷人員,業務及辦公室支援服務業,761,30276,29735,541
2017,裝訂及有關工作人員,業務及辦公室支援服務業,… ,… ,… ,… 
2017,建築物電力系統裝修人員(含水電工),業務及辦公室支援服務業,— ,— ,— ,— 
2017,電力機械裝修人員,業務及辦公室支援服務業,— ,— ,— ,— 
2017,資(通)訊設備裝修人員,業務及辦公室支援服務業,— ,— ,— ,— 
2017,電子設備裝配維修人員（不含資通訊設備）,業務及辦公室支援服務業,— ,— ,— ,— 
2017,製鞋及有關工作人員,業務及辦公室支援服務業,— ,— ,— ,— 
2017,消毒及除蟲有關工作人員,業務及辦公室支援服務業,— ,— ,— ,— 
2017,藥品及化粧品機械操作人員,業務及辦公室支援服務業,— ,— ,— ,— 
2017,印刷電路板製造工,業務及辦公室支援服務業,— ,— ,— ,— 
2017,化學產品機械操作員(不含藥品_化妝品及照相產品),業務及辦公室支援服務業,— ,— ,— ,— 
2017,包裝機械操作人員,業務及辦公室支援服務業,… ,… ,… ,… 
2017,組裝(現場)人員,業務及辦公室支援服務業,— ,— ,— ,— 
2017,機車送件駕駛人員,業務及辦公室支援服務業,… ,… ,… ,… 
2017,小客_貨車駕駛人員,業務及辦公室支援服務業,— ,— ,— ,— 
2017,大客_貨車駕駛人員,業務及辦公室支援服務業,— ,— ,— ,— 
2017,推土_吊車_起重機等移運設備操作人員,業務及辦公室支援服務業,— ,— ,— ,— 
2017,基層技術工及勞力工,業務及辦公室支援服務業,572,29735,29339,396
2017,清潔及家事工作人員(含建築清潔工),業務及辦公室支援服務業,— ,— ,— ,— 
2017,勞力工,業務及辦公室支援服務業,491,30138,29676,462
2017,理貨員,業務及辦公室支援服務業,81,27297,27297,— 
2017,廚房幫工(含速食烹調),業務及辦公室支援服務業,— ,— ,— ,— 
2017,抄表員及自動販賣機收款員,業務及辦公室支援服務業,— ,— ,— ,— 
