年度,職類別,行業別,受僱員工人數,總薪資,經常性薪資,非經常性薪資
2016,事務支援人員,旅行及相關代訂服務業,18817,35617,32788,2829
2016,總務,旅行及相關代訂服務業,334,32852,31127,1725
2016,一般辦公室事務人員(含文書),旅行及相關代訂服務業,2976,31678,30502,1176
2016,資料輸入人員,旅行及相關代訂服務業,336,28538,28405,133
2016,收帳_收費人員(含帳款催收),旅行及相關代訂服務業,284,29990,29261,729
2016,旅遊諮詢人員(含旅行社事務人員),旅行及相關代訂服務業,12139,36972,33008,3964
2016,接待員及服務台事務人員,旅行及相關代訂服務業,173,32528,31881,647
2016,總機人員,旅行及相關代訂服務業,64,32985,32855,130
2016,電話及網路客服人員,旅行及相關代訂服務業,179,35530,35474,56
2016,統計調查訪談人員,旅行及相關代訂服務業,— ,— ,— ,— 
2016,會計助理_簿記_出納,旅行及相關代訂服務業,2196,35901,35666,235
2016,存貨事務人員,旅行及相關代訂服務業,— ,— ,— ,— 
2016,運輸事務人員(含稽查_調度_管理_航務),旅行及相關代訂服務業,— ,— ,— ,— 
2016,人事事務人員,旅行及相關代訂服務業,136,37592,36468,1124
2016,郵件處理及投遞人員,旅行及相關代訂服務業,— ,— ,— ,— 
2016,服務及銷售工作人員,旅行及相關代訂服務業,2395,36078,33715,2363
2016,導遊_領隊及解說員,旅行及相關代訂服務業,1890,35900,34111,1789
2016,廚師,旅行及相關代訂服務業,— ,— ,— ,— 
2016,宿舍舍監,旅行及相關代訂服務業,— ,— ,— ,— 
2016,按摩師,旅行及相關代訂服務業,… ,… ,… ,… 
2016,商店銷售人員(含百貨公司樓管人員),旅行及相關代訂服務業,— ,— ,— ,— 
2016,收銀員及售票員,旅行及相關代訂服務業,— ,— ,— ,— 
2016,展售說明人員,旅行及相關代訂服務業,— ,— ,— ,— 
2016,電話及網路行銷人員,旅行及相關代訂服務業,487,37106,32445,4661
2016,加油站服務員,旅行及相關代訂服務業,— ,— ,— ,— 
2016,兒童照顧人員(含保母),旅行及相關代訂服務業,— ,— ,— ,— 
2016,健康照顧人員(含看護_月子照護),旅行及相關代訂服務業,— ,— ,— ,— 
2016,建築物管理員_保全及警衛人員,旅行及相關代訂服務業,… ,… ,… ,… 
2016,救生員,旅行及相關代訂服務業,— ,— ,— ,— 
2016,技藝_機械設備操作及組裝人員,旅行及相關代訂服務業,8,36705,35500,1205
2016,園藝及農牧業生產人員,旅行及相關代訂服務業,— ,— ,— ,— 
2016,泥作工作人員,旅行及相關代訂服務業,— ,— ,— ,— 
2016,車輛維修人員(含自行車_機車_汽車_火車),旅行及相關代訂服務業,— ,— ,— ,— 
2016,產業用機器維修人員,旅行及相關代訂服務業,— ,— ,— ,— 
2016,美編及印刷前置人員,旅行及相關代訂服務業,— ,— ,— ,— 
2016,裝訂及有關工作人員,旅行及相關代訂服務業,— ,— ,— ,— 
2016,建築物電力系統裝修人員(含水電工),旅行及相關代訂服務業,— ,— ,— ,— 
2016,電力機械裝修人員,旅行及相關代訂服務業,… ,… ,… ,… 
2016,資(通)訊設備裝修人員,旅行及相關代訂服務業,— ,— ,— ,— 
2016,電子設備裝配維修人員（不含資通訊設備）,旅行及相關代訂服務業,— ,— ,— ,— 
2016,非食品飲料產品分級及檢查人員,旅行及相關代訂服務業,— ,— ,— ,— 
2016,消毒及除蟲有關工作人員,旅行及相關代訂服務業,— ,— ,— ,— 
2016,印刷電路板製造工,旅行及相關代訂服務業,— ,— ,— ,— 
2016,洗滌工_熨燙工,旅行及相關代訂服務業,— ,— ,— ,— 
2016,包裝機械操作人員,旅行及相關代訂服務業,— ,— ,— ,— 
2016,組裝(現場)人員,旅行及相關代訂服務業,— ,— ,— ,— 
2016,機車送件駕駛人員,旅行及相關代訂服務業,— ,— ,— ,— 
2016,小客_貨車駕駛人員,旅行及相關代訂服務業,… ,… ,… ,… 
2016,大客_貨車駕駛人員,旅行及相關代訂服務業,— ,— ,— ,— 
2016,推土_吊車_起重機等移運設備操作人員,旅行及相關代訂服務業,— ,— ,— ,— 
2016,基層技術工及勞力工,旅行及相關代訂服務業,— ,— ,— ,— 
2016,清潔及家事工作人員(含建築清潔工),旅行及相關代訂服務業,— ,— ,— ,— 
2016,勞力工,旅行及相關代訂服務業,— ,— ,— ,— 
2016,理貨員,旅行及相關代訂服務業,— ,— ,— ,— 
2016,廚房幫工(含速食烹調),旅行及相關代訂服務業,— ,— ,— ,— 
2016,主管及經理人員,保全及私家偵探服務業,8644,52554,49876,2678
2016,高階主管(總經理及總執行長),保全及私家偵探服務業,476,108834,106464,2370
2016,中階主管(經理),保全及私家偵探服務業,2011,61981,60022,1959
2016,監督人員(含現場及辦公室主任_科/股長),保全及私家偵探服務業,6157,45124,42187,2937
2016,專業人員,保全及私家偵探服務業,222,50611,38197,12414
2016,品管工程師,保全及私家偵探服務業,—,—,—,—
2016,工管及生管工程師,保全及私家偵探服務業,—,—,—,—
2016,環境工程師,保全及私家偵探服務業,—,—,—,—
2016,機械工程師(含造船_輪機_鑄造),保全及私家偵探服務業,—,—,—,—
2016,化工工程師,保全及私家偵探服務業,—,—,—,—
2016,電機工程師,保全及私家偵探服務業,—,—,—,—
2016,電子工程師,保全及私家偵探服務業,56,43429,43429,—
2016,平面及多媒體設計師,保全及私家偵探服務業,…,…,…,…
2016,護理人員,保全及私家偵探服務業,—,—,—,—
2016,勞安及衛生管理人員(含工業安全管理師),保全及私家偵探服務業,—,—,—,—
2016,財務_經濟及投資分析研究人員,保全及私家偵探服務業,—,—,—,—
2016,專案管理師(含經營管理顧問),保全及私家偵探服務業,…,…,…,…
2016,稽核人員,保全及私家偵探服務業,—,—,—,—
2016,人力資源管理師,保全及私家偵探服務業,…,…,…,…
2016,廣告及行銷專業人員(含企劃),保全及私家偵探服務業,143,54611,35448,19163
2016,資訊系統分析及設計師,保全及私家偵探服務業,—,—,—,—
2016,軟體開發及程式設計師,保全及私家偵探服務業,6,51423,51423,—
2016,資料庫及網路專業人員,保全及私家偵探服務業,…,…,…,…
2016,律師及相關專業人員,保全及私家偵探服務業,—,—,—,—
2016,編輯_作家及有關撰稿人員,保全及私家偵探服務業,—,—,—,—
2016,翻譯人員,保全及私家偵探服務業,—,—,—,—
2016,技術員及助理專業人員,保全及私家偵探服務業,2765,34766,31109,3657
2016,電機技術員,保全及私家偵探服務業,—,—,—,—
2016,電子技術員,保全及私家偵探服務業,…,…,…,…
2016,機械技術員(含造船_輪機_鑄造),保全及私家偵探服務業,—,—,—,—
2016,食品技術員,保全及私家偵探服務業,—,—,—,—
2016,工管及生管技術員,保全及私家偵探服務業,…,…,…,…
2016,環境工程技術員,保全及私家偵探服務業,—,—,—,—
2016,紡織技術員,保全及私家偵探服務業,—,—,—,—
2016,信用及貸款人員,保全及私家偵探服務業,—,—,—,—
2016,會計人員,保全及私家偵探服務業,22,46128,46128,—
2016,統計及精算助理專業人員,保全及私家偵探服務業,—,—,—,—
2016,工商業銷售代表(含業務員),保全及私家偵探服務業,2417,33226,29375,3851
2016,採購員,保全及私家偵探服務業,—,—,—,—
2016,會議及活動規劃人員,保全及私家偵探服務業,—,—,—,—
2016,職業介紹人及承包人,保全及私家偵探服務業,—,—,—,—
2016,專業秘書,保全及私家偵探服務業,37,46099,45649,450
2016,法務人員,保全及私家偵探服務業,38,45627,42978,2649
2016,節目助理及舞台相關工作人員,保全及私家偵探服務業,—,—,—,—
2016,資訊管理及維護技術員,保全及私家偵探服務業,221,45798,43433,2365
2016,廣播及視聽技術員(含放映員),保全及私家偵探服務業,—,—,—,—
2016,事務支援人員,保全及私家偵探服務業,3428,31878,30209,1669
2016,總務,保全及私家偵探服務業,184,31343,31128,215
2016,一般辦公室事務人員(含文書),保全及私家偵探服務業,1853,33125,30574,2551
2016,資料輸入人員,保全及私家偵探服務業,23,28520,26899,1621
2016,收帳_收費人員(含帳款催收),保全及私家偵探服務業,269,28299,27788,511
2016,旅遊諮詢人員(含旅行社事務人員),保全及私家偵探服務業,—,—,—,—
2016,接待員及服務台事務人員,保全及私家偵探服務業,16,29046,26744,2302
2016,總機人員,保全及私家偵探服務業,115,26689,26062,627
2016,電話及網路客服人員,保全及私家偵探服務業,…,…,…,…
2016,統計調查訪談人員,保全及私家偵探服務業,—,—,—,—
2016,會計助理_簿記_出納,保全及私家偵探服務業,520,31805,31134,671
2016,存貨事務人員,保全及私家偵探服務業,…,…,…,…
2016,運輸事務人員(含稽查_調度_管理_航務),保全及私家偵探服務業,—,—,—,—
2016,人事事務人員,保全及私家偵探服務業,439,30775,30042,733
2016,郵件處理及投遞人員,保全及私家偵探服務業,—,—,—,—
2016,服務及銷售工作人員,保全及私家偵探服務業,76860,28803,26118,2685
2016,導遊_領隊及解說員,保全及私家偵探服務業,—,—,—,—
2016,廚師,保全及私家偵探服務業,—,—,—,—
2016,宿舍舍監,保全及私家偵探服務業,—,—,—,—
2016,按摩師,保全及私家偵探服務業,—,—,—,—
2016,商店銷售人員(含百貨公司樓管人員),保全及私家偵探服務業,—,—,—,—
2016,收銀員及售票員,保全及私家偵探服務業,—,—,—,—
2016,展售說明人員,保全及私家偵探服務業,—,—,—,—
2016,電話及網路行銷人員,保全及私家偵探服務業,—,—,—,—
2016,加油站服務員,保全及私家偵探服務業,—,—,—,—
2016,兒童照顧人員(含保母),保全及私家偵探服務業,—,—,—,—
2016,健康照顧人員(含看護_月子照護),保全及私家偵探服務業,—,—,—,—
2016,建築物管理員_保全及警衛人員,保全及私家偵探服務業,76860,28803,26118,2685
2016,救生員,保全及私家偵探服務業,—,—,—,—
2016,技藝_機械設備操作及組裝人員,保全及私家偵探服務業,188,27917,26322,1595
2016,園藝及農牧業生產人員,保全及私家偵探服務業,—,—,—,—
2016,泥作工作人員,保全及私家偵探服務業,—,—,—,—
2016,車輛維修人員(含自行車_機車_汽車_火車),保全及私家偵探服務業,—,—,—,—
2016,產業用機器維修人員,保全及私家偵探服務業,—,—,—,—
2016,美編及印刷前置人員,保全及私家偵探服務業,—,—,—,—
2016,裝訂及有關工作人員,保全及私家偵探服務業,—,—,—,—
2016,建築物電力系統裝修人員(含水電工),保全及私家偵探服務業,—,—,—,—
2016,電力機械裝修人員,保全及私家偵探服務業,127,27806,27461,345
2016,資(通)訊設備裝修人員,保全及私家偵探服務業,…,…,…,…
2016,電子設備裝配維修人員（不含資通訊設備）,保全及私家偵探服務業,57,27454,22961,4493
2016,非食品飲料產品分級及檢查人員,保全及私家偵探服務業,—,—,—,—
2016,消毒及除蟲有關工作人員,保全及私家偵探服務業,—,—,—,—
2016,印刷電路板製造工,保全及私家偵探服務業,—,—,—,—
2016,洗滌工_熨燙工,保全及私家偵探服務業,—,—,—,—
2016,包裝機械操作人員,保全及私家偵探服務業,—,—,—,—
2016,組裝(現場)人員,保全及私家偵探服務業,—,—,—,—
2016,機車送件駕駛人員,保全及私家偵探服務業,—,—,—,—
2016,小客_貨車駕駛人員,保全及私家偵探服務業,—,—,—,—
2016,大客_貨車駕駛人員,保全及私家偵探服務業,—,—,—,—
2016,推土_吊車_起重機等移運設備操作人員,保全及私家偵探服務業,—,—,—,—
2016,基層技術工及勞力工,保全及私家偵探服務業,266,23280,22327,953
2016,清潔及家事工作人員(含建築清潔工),保全及私家偵探服務業,266,23280,22327,953
2016,勞力工,保全及私家偵探服務業,—,—,—,—
2016,理貨員,保全及私家偵探服務業,—,—,—,—
2016,廚房幫工(含速食烹調),保全及私家偵探服務業,—,—,—,—
2016,主管及經理人員,建築物及綠化服務業,6197,51386,49790,1596
2016,高階主管(總經理及總執行長),建築物及綠化服務業,286,114132,111020,3112
2016,中階主管(經理),建築物及綠化服務業,882,71784,70204,1580
2016,監督人員(含現場及辦公室主任_科/股長),建築物及綠化服務業,5029,44239,42727,1512
2016,專業人員,建築物及綠化服務業,270,47508,46629,879
2016,品管工程師,建築物及綠化服務業,—,—,—,—
2016,工管及生管工程師,建築物及綠化服務業,—,—,—,—
2016,環境工程師,建築物及綠化服務業,—,—,—,—
2016,機械工程師(含造船_輪機_鑄造),建築物及綠化服務業,—,—,—,—
2016,化工工程師,建築物及綠化服務業,—,—,—,—
2016,電機工程師,建築物及綠化服務業,161,49103,47915,1188
2016,電子工程師,建築物及綠化服務業,…,…,…,…
2016,平面及多媒體設計師,建築物及綠化服務業,—,—,—,—
2016,護理人員,建築物及綠化服務業,—,—,—,—
2016,勞安及衛生管理人員(含工業安全管理師),建築物及綠化服務業,—,—,—,—
2016,財務_經濟及投資分析研究人員,建築物及綠化服務業,—,—,—,—
2016,專案管理師(含經營管理顧問),建築物及綠化服務業,…,…,…,…
2016,稽核人員,建築物及綠化服務業,—,—,—,—
2016,人力資源管理師,建築物及綠化服務業,44,45505,44940,565
2016,廣告及行銷專業人員(含企劃),建築物及綠化服務業,42,41532,41532,—
2016,資訊系統分析及設計師,建築物及綠化服務業,—,—,—,—
2016,軟體開發及程式設計師,建築物及綠化服務業,…,…,…,…
2016,資料庫及網路專業人員,建築物及綠化服務業,—,—,—,—
2016,律師及相關專業人員,建築物及綠化服務業,—,—,—,—
2016,編輯_作家及有關撰稿人員,建築物及綠化服務業,—,—,—,—
2016,翻譯人員,建築物及綠化服務業,—,—,—,—
2016,技術員及助理專業人員,建築物及綠化服務業,1120,38297,36092,2205
2016,電機技術員,建築物及綠化服務業,224,37575,35286,2289
2016,電子技術員,建築物及綠化服務業,—,—,—,—
2016,機械技術員(含造船_輪機_鑄造),建築物及綠化服務業,—,—,—,—
2016,食品技術員,建築物及綠化服務業,—,—,—,—
2016,工管及生管技術員,建築物及綠化服務業,—,—,—,—
2016,環境工程技術員,建築物及綠化服務業,796,37562,35296,2266
2016,紡織技術員,建築物及綠化服務業,—,—,—,—
2016,信用及貸款人員,建築物及綠化服務業,—,—,—,—
2016,會計人員,建築物及綠化服務業,…,…,…,…
2016,統計及精算助理專業人員,建築物及綠化服務業,—,—,—,—
2016,工商業銷售代表(含業務員),建築物及綠化服務業,52,45419,43878,1541
2016,採購員,建築物及綠化服務業,—,—,—,—
2016,會議及活動規劃人員,建築物及綠化服務業,—,—,—,—
2016,職業介紹人及承包人,建築物及綠化服務業,—,—,—,—
2016,專業秘書,建築物及綠化服務業,14,61431,56732,4699
2016,法務人員,建築物及綠化服務業,—,—,—,—
2016,節目助理及舞台相關工作人員,建築物及綠化服務業,—,—,—,—
2016,資訊管理及維護技術員,建築物及綠化服務業,25,36420,36115,305
2016,廣播及視聽技術員(含放映員),建築物及綠化服務業,—,—,—,—
2016,事務支援人員,建築物及綠化服務業,2831,31473,30448,1025
2016,總務,建築物及綠化服務業,206,32330,32082,248
2016,一般辦公室事務人員(含文書),建築物及綠化服務業,1523,30416,29890,526
2016,資料輸入人員,建築物及綠化服務業,36,28766,28634,132
2016,收帳_收費人員(含帳款催收),建築物及綠化服務業,61,27775,24584,3191
2016,旅遊諮詢人員(含旅行社事務人員),建築物及綠化服務業,—,—,—,—
2016,接待員及服務台事務人員,建築物及綠化服務業,494,33398,30796,2602
2016,總機人員,建築物及綠化服務業,22,29568,28731,837
2016,電話及網路客服人員,建築物及綠化服務業,37,24466,24466,—
2016,統計調查訪談人員,建築物及綠化服務業,—,—,—,—
2016,會計助理_簿記_出納,建築物及綠化服務業,301,33881,32816,1065
2016,存貨事務人員,建築物及綠化服務業,41,36854,33695,3159
2016,運輸事務人員(含稽查_調度_管理_航務),建築物及綠化服務業,—,—,—,—
2016,人事事務人員,建築物及綠化服務業,110,32949,32071,878
2016,郵件處理及投遞人員,建築物及綠化服務業,—,—,—,—
2016,服務及銷售工作人員,建築物及綠化服務業,3451,29911,28922,989
2016,導遊_領隊及解說員,建築物及綠化服務業,—,—,—,—
2016,廚師,建築物及綠化服務業,—,—,—,—
2016,宿舍舍監,建築物及綠化服務業,—,—,—,—
2016,按摩師,建築物及綠化服務業,—,—,—,—
2016,商店銷售人員(含百貨公司樓管人員),建築物及綠化服務業,—,—,—,—
2016,收銀員及售票員,建築物及綠化服務業,—,—,—,—
2016,展售說明人員,建築物及綠化服務業,—,—,—,—
2016,電話及網路行銷人員,建築物及綠化服務業,—,—,—,—
2016,加油站服務員,建築物及綠化服務業,—,—,—,—
2016,兒童照顧人員(含保母),建築物及綠化服務業,—,—,—,—
2016,健康照顧人員(含看護_月子照護),建築物及綠化服務業,—,—,—,—
2016,建築物管理員_保全及警衛人員,建築物及綠化服務業,3451,29911,28922,989
2016,救生員,建築物及綠化服務業,—,—,—,—
2016,技藝_機械設備操作及組裝人員,建築物及綠化服務業,1228,35203,30363,4840
2016,園藝及農牧業生產人員,建築物及綠化服務業,113,26160,26160,—
2016,泥作工作人員,建築物及綠化服務業,—,—,—,—
2016,車輛維修人員(含自行車_機車_汽車_火車),建築物及綠化服務業,—,—,—,—
2016,產業用機器維修人員,建築物及綠化服務業,—,—,—,—
2016,美編及印刷前置人員,建築物及綠化服務業,—,—,—,—
2016,裝訂及有關工作人員,建築物及綠化服務業,—,—,—,—
2016,建築物電力系統裝修人員(含水電工),建築物及綠化服務業,230,36014,34455,1559
2016,電力機械裝修人員,建築物及綠化服務業,279,36327,32165,4162
2016,資(通)訊設備裝修人員,建築物及綠化服務業,—,—,—,—
2016,電子設備裝配維修人員（不含資通訊設備）,建築物及綠化服務業,…,…,…,…
2016,非食品飲料產品分級及檢查人員,建築物及綠化服務業,…,…,…,…
2016,消毒及除蟲有關工作人員,建築物及綠化服務業,67,28816,28516,300
2016,印刷電路板製造工,建築物及綠化服務業,—,—,—,—
2016,洗滌工_熨燙工,建築物及綠化服務業,—,—,—,—
2016,包裝機械操作人員,建築物及綠化服務業,—,—,—,—
2016,組裝(現場)人員,建築物及綠化服務業,452,36125,27248,8877
2016,機車送件駕駛人員,建築物及綠化服務業,—,—,—,—
2016,小客_貨車駕駛人員,建築物及綠化服務業,8,40181,36366,3815
2016,大客_貨車駕駛人員,建築物及綠化服務業,67,41724,36680,5044
2016,推土_吊車_起重機等移運設備操作人員,建築物及綠化服務業,—,—,—,—
2016,基層技術工及勞力工,建築物及綠化服務業,42931,25784,25079,705
2016,清潔及家事工作人員(含建築清潔工),建築物及綠化服務業,39552,25295,24723,572
2016,勞力工,建築物及綠化服務業,3214,31832,29571,2261
2016,理貨員,建築物及綠化服務業,…,…,…,…
2016,廚房幫工(含速食烹調),建築物及綠化服務業,…,…,…,…
2016,主管及經理人員,業務及辦公室支援服務業,1649,87822,86763,1059
2016,高階主管(總經理及總執行長),業務及辦公室支援服務業,151,186891,185641,1250
2016,中階主管(經理),業務及辦公室支援服務業,516,97901,96603,1298
2016,監督人員(含現場及辦公室主任_科/股長),業務及辦公室支援服務業,982,67293,66389,904
2016,專業人員,業務及辦公室支援服務業,256,58615,55417,3198
2016,品管工程師,業務及辦公室支援服務業,…,…,…,…
2016,工管及生管工程師,業務及辦公室支援服務業,—,—,—,—
2016,環境工程師,業務及辦公室支援服務業,—,—,—,—
2016,機械工程師(含造船_輪機_鑄造),業務及辦公室支援服務業,…,…,…,…
2016,化工工程師,業務及辦公室支援服務業,—,—,—,—
2016,電機工程師,業務及辦公室支援服務業,—,—,—,—
2016,電子工程師,業務及辦公室支援服務業,—,—,—,—
2016,平面及多媒體設計師,業務及辦公室支援服務業,49,46737,46737,—
2016,護理人員,業務及辦公室支援服務業,—,—,—,—
2016,勞安及衛生管理人員(含工業安全管理師),業務及辦公室支援服務業,—,—,—,—
2016,財務_經濟及投資分析研究人員,業務及辦公室支援服務業,—,—,—,—
2016,專案管理師(含經營管理顧問),業務及辦公室支援服務業,100,56106,53797,2309
2016,稽核人員,業務及辦公室支援服務業,—,—,—,—
2016,人力資源管理師,業務及辦公室支援服務業,—,—,—,—
2016,廣告及行銷專業人員(含企劃),業務及辦公室支援服務業,…,…,…,…
2016,資訊系統分析及設計師,業務及辦公室支援服務業,…,…,…,…
2016,軟體開發及程式設計師,業務及辦公室支援服務業,—,—,—,—
2016,資料庫及網路專業人員,業務及辦公室支援服務業,…,…,…,…
2016,律師及相關專業人員,業務及辦公室支援服務業,—,—,—,—
2016,編輯_作家及有關撰稿人員,業務及辦公室支援服務業,—,—,—,—
2016,翻譯人員,業務及辦公室支援服務業,—,—,—,—
2016,技術員及助理專業人員,業務及辦公室支援服務業,1485,40444,39898,546
2016,電機技術員,業務及辦公室支援服務業,—,—,—,—
2016,電子技術員,業務及辦公室支援服務業,—,—,—,—
2016,機械技術員(含造船_輪機_鑄造),業務及辦公室支援服務業,—,—,—,—
2016,食品技術員,業務及辦公室支援服務業,—,—,—,—
2016,工管及生管技術員,業務及辦公室支援服務業,—,—,—,—
2016,環境工程技術員,業務及辦公室支援服務業,—,—,—,—
2016,紡織技術員,業務及辦公室支援服務業,—,—,—,—
2016,信用及貸款人員,業務及辦公室支援服務業,—,—,—,—
2016,會計人員,業務及辦公室支援服務業,12,57787,57420,367
2016,統計及精算助理專業人員,業務及辦公室支援服務業,—,—,—,—
2016,工商業銷售代表(含業務員),業務及辦公室支援服務業,99,47999,44150,3849
2016,採購員,業務及辦公室支援服務業,…,…,…,…
2016,會議及活動規劃人員,業務及辦公室支援服務業,1153,38609,38547,62
2016,職業介紹人及承包人,業務及辦公室支援服務業,—,—,—,—
2016,專業秘書,業務及辦公室支援服務業,14,48227,48227,—
2016,法務人員,業務及辦公室支援服務業,72,42574,41284,1290
2016,節目助理及舞台相關工作人員,業務及辦公室支援服務業,—,—,—,—
2016,資訊管理及維護技術員,業務及辦公室支援服務業,133,47144,45178,1966
2016,廣播及視聽技術員(含放映員),業務及辦公室支援服務業,—,—,—,—
2016,事務支援人員,業務及辦公室支援服務業,7249,34536,33634,902
2016,總務,業務及辦公室支援服務業,256,36516,36259,257
2016,一般辦公室事務人員(含文書),業務及辦公室支援服務業,2113,34770,34103,667
2016,資料輸入人員,業務及辦公室支援服務業,962,28256,27513,743
2016,收帳_收費人員(含帳款催收),業務及辦公室支援服務業,178,37198,29035,8163
2016,旅遊諮詢人員(含旅行社事務人員),業務及辦公室支援服務業,—,—,—,—
2016,接待員及服務台事務人員,業務及辦公室支援服務業,8,29266,29266,—
2016,總機人員,業務及辦公室支援服務業,292,33335,33011,324
2016,電話及網路客服人員,業務及辦公室支援服務業,2360,35885,34828,1057
2016,統計調查訪談人員,業務及辦公室支援服務業,…,…,…,…
2016,會計助理_簿記_出納,業務及辦公室支援服務業,612,39784,39427,357
2016,存貨事務人員,業務及辦公室支援服務業,—,—,—,—
2016,運輸事務人員(含稽查_調度_管理_航務),業務及辦公室支援服務業,—,—,—,—
2016,人事事務人員,業務及辦公室支援服務業,174,40150,39637,513
2016,郵件處理及投遞人員,業務及辦公室支援服務業,…,…,…,…
2016,服務及銷售工作人員,業務及辦公室支援服務業,2507,33033,30319,2714
2016,導遊_領隊及解說員,業務及辦公室支援服務業,—,—,—,—
2016,廚師,業務及辦公室支援服務業,—,—,—,—
2016,宿舍舍監,業務及辦公室支援服務業,—,—,—,—
2016,按摩師,業務及辦公室支援服務業,…,…,…,…
2016,商店銷售人員(含百貨公司樓管人員),業務及辦公室支援服務業,—,—,—,—
2016,收銀員及售票員,業務及辦公室支援服務業,—,—,—,—
2016,展售說明人員,業務及辦公室支援服務業,1194,27588,27542,46
2016,電話及網路行銷人員,業務及辦公室支援服務業,1311,38001,32853,5148
2016,加油站服務員,業務及辦公室支援服務業,—,—,—,—
2016,兒童照顧人員(含保母),業務及辦公室支援服務業,—,—,—,—
2016,健康照顧人員(含看護_月子照護),業務及辦公室支援服務業,—,—,—,—
2016,建築物管理員_保全及警衛人員,業務及辦公室支援服務業,—,—,—,—
2016,救生員,業務及辦公室支援服務業,—,—,—,—
2016,技藝_機械設備操作及組裝人員,業務及辦公室支援服務業,1983,27702,27233,469
2016,園藝及農牧業生產人員,業務及辦公室支援服務業,—,—,—,—
2016,泥作工作人員,業務及辦公室支援服務業,—,—,—,—
2016,車輛維修人員(含自行車_機車_汽車_火車),業務及辦公室支援服務業,—,—,—,—
2016,產業用機器維修人員,業務及辦公室支援服務業,—,—,—,—
2016,美編及印刷前置人員,業務及辦公室支援服務業,…,…,…,…
2016,裝訂及有關工作人員,業務及辦公室支援服務業,789,26451,25691,760
2016,建築物電力系統裝修人員(含水電工),業務及辦公室支援服務業,—,—,—,—
2016,電力機械裝修人員,業務及辦公室支援服務業,—,—,—,—
2016,資(通)訊設備裝修人員,業務及辦公室支援服務業,…,…,…,…
2016,電子設備裝配維修人員（不含資通訊設備）,業務及辦公室支援服務業,—,—,—,—
2016,非食品飲料產品分級及檢查人員,業務及辦公室支援服務業,—,—,—,—
2016,消毒及除蟲有關工作人員,業務及辦公室支援服務業,—,—,—,—
2016,印刷電路板製造工,業務及辦公室支援服務業,—,—,—,—
2016,洗滌工_熨燙工,業務及辦公室支援服務業,—,—,—,—
2016,包裝機械操作人員,業務及辦公室支援服務業,…,…,…,…
2016,組裝(現場)人員,業務及辦公室支援服務業,—,—,—,—
2016,機車送件駕駛人員,業務及辦公室支援服務業,—,—,—,—
2016,小客_貨車駕駛人員,業務及辦公室支援服務業,…,…,…,…
2016,大客_貨車駕駛人員,業務及辦公室支援服務業,—,—,—,—
2016,推土_吊車_起重機等移運設備操作人員,業務及辦公室支援服務業,—,—,—,—
2016,基層技術工及勞力工,業務及辦公室支援服務業,538,33788,33691,97
2016,清潔及家事工作人員(含建築清潔工),業務及辦公室支援服務業,…,…,…,…
2016,勞力工,業務及辦公室支援服務業,469,34730,34730,—
2016,理貨員,業務及辦公室支援服務業,63,27430,26598,832
2016,廚房幫工(含速食烹調),業務及辦公室支援服務業,—,—,—,—
